,genre_ids
630,"['Animation', 'Comedy', 'Family', 'Fantasy']"
631,"['Horror', 'Thriller']"
632,"['Romance', 'Comedy']"
633,['Comedy']
634,"['Animation', 'Science Fiction', 'Adventure', 'Action', 'Family']"
635,"['Action', 'Adventure', 'Thriller', 'War']"
636,"['Horror', 'Thriller']"
637,"['Comedy', 'Crime']"
638,"['Adventure', 'Action']"
639,['Action']
640,"['Comedy', 'Crime', 'Action']"
641,"['Action', 'Science Fiction', 'Horror']"
642,"['Action', 'Crime', 'Drama', 'Thriller']"
643,"['Action', 'Science Fiction']"
644,"['Action', 'Adventure', 'Crime', 'Thriller']"
645,"['Animation', 'Action', 'Crime', 'Mystery']"
646,"['Animation', 'Comedy', 'Family', 'Science Fiction']"
647,['Horror']
648,"['Action', 'Thriller']"
649,"['Romance', 'Drama']"
650,"['Action', 'Crime', 'Thriller', 'Drama']"
651,"['Romance', 'Family', 'Animation', 'Fantasy']"
652,"['Animation', 'Family', 'Comedy', 'Fantasy']"
653,"['Adventure', 'Drama', 'Action']"
654,"['Science Fiction', 'Adventure', 'Action']"
655,"['Horror', 'Thriller', 'Action', 'Adventure']"
656,"['Fantasy', 'Horror', 'Action', 'Thriller']"
657,"['Comedy', 'Science Fiction', 'Action']"
658,"['Action', 'Science Fiction', 'Adventure']"
659,"['Horror', 'Thriller', 'Science Fiction']"
660,"['Thriller', 'Horror']"
661,"['Crime', 'Drama', 'Action']"
662,['Romance']
663,"['Drama', 'Thriller', 'Crime']"
664,"['Adventure', 'Action', 'Science Fiction']"
665,"['Action', 'Science Fiction']"
666,"['Romance', 'Drama']"
667,"['Action', 'Adventure', 'Crime', 'Thriller']"
668,"['Animation', 'Action', 'Crime', 'Mystery']"
669,"['Animation', 'Comedy', 'Family', 'Science Fiction']"
670,"['Comedy', 'Crime']"
671,"['Comedy', 'Drama', 'Family']"
672,"['Adventure', 'Drama']"
673,"['Romance', 'Drama']"
674,"['Action', 'Adventure']"
675,"['Action', 'Crime', 'Thriller', 'Drama']"
676,"['Animation', 'Comedy', 'Drama', 'Fantasy']"
677,"['Romance', 'Family', 'Animation', 'Fantasy']"
678,"['Adventure', 'Action', 'Science Fiction']"
679,['Fantasy']
680,"['Science Fiction', 'Comedy', 'Adventure', 'Family']"
681,"['Family', 'Animation', 'Adventure', 'Comedy']"
682,['Action']
683,['Drama']
684,"['Horror', 'Science Fiction']"
685,"['Adventure', 'Action', 'Science Fiction']"
686,"['Action', 'Crime', 'Drama', 'Thriller']"
687,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
688,['Drama']
689,"['Horror', 'Thriller']"
690,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']"
691,"['Horror', 'Science Fiction', 'Thriller', 'Mystery']"
692,"['Horror', 'Mystery', 'Thriller']"
693,"['Thriller', 'Drama', 'Science Fiction']"
694,"['Comedy', 'Action', 'Fantasy']"
695,"['Family', 'Fantasy', 'Romance']"
696,"['Adventure', 'Fantasy', 'Romance']"
697,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']"
698,"['Science Fiction', 'Action', 'Adventure']"
699,"['Horror', 'Mystery', 'Thriller']"
700,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']"
701,"['Romance', 'Drama']"
702,['Action']
703,"['Action', 'Adventure', 'Thriller', 'War']"
704,"['Family', 'Adventure', 'Drama']"
705,"['Action', 'Crime', 'Drama']"
706,"['Horror', 'Comedy']"
707,"['Drama', 'Mystery', 'Thriller']"
708,"['Animation', 'Comedy', 'Adventure', 'Family']"
709,"['Drama', 'Science Fiction', 'Thriller']"
710,"['Comedy', 'Action', 'Crime']"
711,"['Action', 'Thriller', 'Drama']"
712,"['Action', 'Adventure']"
713,"['Action', 'Adventure', 'Fantasy']"
714,"['Action', 'Thriller']"
715,"['Romance', 'Drama', 'Comedy']"
716,"['Horror', 'Thriller']"
717,"['Drama', 'Romance']"
718,"['Drama', 'Horror', 'Thriller']"
719,"['Action', 'Science Fiction', 'Adventure']"
720,['Drama']
721,"['Science Fiction', 'Fantasy', 'Action']"
722,['Romance']
723,['Thriller']
724,"['Romance', 'Drama', 'Comedy']"
725,"['Horror', 'Thriller', 'Mystery']"
726,"['Action', 'Thriller']"
727,"['Drama', 'Thriller', 'Mystery']"
728,"['Action', 'Science Fiction', 'Adventure']"
729,"['Comedy', 'Adventure']"
730,"['Horror', 'Mystery', 'Thriller']"
731,"['Horror', 'Mystery', 'Crime']"
732,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
733,"['Drama', 'Music', 'Romance']"
734,"['Horror', 'Comedy']"
735,"['Adventure', 'Family', 'Fantasy']"
736,"['Science Fiction', 'Horror', 'Thriller']"
737,"['Horror', 'Mystery']"
738,"['Action', 'Adventure', 'Thriller', 'War']"
739,"['Fantasy', 'Action']"
740,"['Drama', 'Science Fiction', 'Thriller']"
741,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']"
742,"['Science Fiction', 'Drama', 'Thriller']"
743,"['Animation', 'Comedy', 'Adventure', 'Family']"
744,"['Fantasy', 'Adventure', 'Animation', 'Comedy', 'Family']"
745,"['Family', 'Mystery', 'Adventure']"
746,"['Animation', 'Action', 'Fantasy']"
747,['Horror']
748,"['Adventure', 'Action', 'Thriller']"
749,"['Comedy', 'Drama', 'Thriller']"
750,"['Thriller', 'Crime', 'Action']"
751,"['Drama', 'Romance']"
752,"['Action', 'Crime', 'Comedy', 'Thriller']"
753,"['Animation', 'Family', 'Comedy', 'Adventure']"
754,"['War', 'Action', 'Drama']"
755,"['Fantasy', 'Comedy', 'Family']"
756,"['Action', 'War', 'Adventure']"
757,"['Drama', 'Horror', 'Fantasy', 'Comedy']"
758,"['Drama', 'History']"
759,"['Thriller', 'Mystery', 'Horror']"
760,"['Action', 'Thriller', 'Science Fiction']"
761,"['Action', 'Adventure', 'Science Fiction']"
762,"['Comedy', 'Drama', 'Romance']"
763,['Action']
764,"['Action', 'Romance']"
765,"['Action', 'Science Fiction', 'Adventure']"
766,"['Action', 'Science Fiction', 'Thriller']"
767,"['Action', 'Adventure', 'Science Fiction']"
768,"['Family', 'Fantasy', 'Comedy']"
769,"['Family', 'Adventure', 'Drama', 'Fantasy']"
770,"['Animation', 'Comedy', 'Family', 'Music']"
771,"['Crime', 'Drama', 'Thriller']"
772,"['Action', 'Comedy', 'Romance']"
773,"['History', 'Drama', 'War']"
774,"['Action', 'Crime', 'Thriller']"
775,"['Crime', 'Horror', 'Mystery']"
776,"['Animation', 'Comedy', 'Family', 'Adventure']"
777,['Comedy']
778,"['Drama', 'Horror', 'Fantasy', 'Comedy']"
779,"['Animation', 'Comedy', 'Drama', 'Fantasy']"
780,"['Fantasy', 'Drama', 'Romance']"
781,"['Animation', 'Action', 'Science Fiction']"
782,"['Crime', 'Thriller']"
783,"['Animation', 'Science Fiction', 'Crime', 'Mystery', 'War']"
784,"['Adventure', 'Comedy', 'Fantasy']"
785,"['Adventure', 'Comedy', 'Fantasy', 'Family', 'Drama']"
786,"['Horror', 'Thriller']"
787,"['Animation', 'Family', 'Fantasy', 'Action', 'Adventure']"
788,"['Action', 'Adventure', 'Science Fiction']"
789,"['Animation', 'Family']"
790,"['Adventure', 'Comedy', 'Science Fiction']"
791,"['Music', 'Drama']"
792,"['Animation', 'Fantasy']"
793,"['Adventure', 'Family', 'Fantasy']"
794,"['Horror', 'Thriller', 'Drama']"
795,['Western']
796,"['Adventure', 'Science Fiction', 'Action']"
797,"['Romance', 'Horror', 'Drama']"
798,['Drama']
799,['Horror']
800,"['Horror', 'Drama', 'Mystery']"
801,"['Action', 'Thriller']"
802,"['Animation', 'Family']"
803,"['Drama', 'Romance']"
804,"['Horror', 'Action', 'Thriller']"
805,"['Comedy', 'War']"
806,"['Animation', 'Adventure', 'Family', 'Fantasy']"
807,"['Drama', 'Music', 'History']"
808,"['Comedy', 'Adventure', 'Science Fiction']"
809,"['Adventure', 'Comedy', 'Science Fiction']"
810,"['Drama', 'Romance', 'Fantasy']"
811,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']"
812,"['Adventure', 'Fantasy', 'Drama', 'Romance']"
813,"['Fantasy', 'Action', 'Crime']"
814,['Comedy']
815,"['Drama', 'Comedy']"
816,"['Horror', 'Mystery', 'Crime']"
817,"['Animation', 'Family']"
818,"['Science Fiction', 'Horror']"
819,"['Fantasy', 'Action', 'Adventure']"
820,"['Science Fiction', 'Horror', 'Thriller']"
821,"['Animation', 'Science Fiction', 'Action', 'Drama']"
822,['Horror']
823,"['Family', 'Animation', 'Comedy', 'Adventure']"
824,"['Animation', 'Comedy', 'Family', 'Fantasy']"
825,"['History', 'Romance']"
826,"['Romance', 'Comedy']"
827,"['Action', 'Family', 'Drama']"
828,['Drama']
829,"['Comedy', 'Family', 'Drama', 'Fantasy']"
830,"['Thriller', 'Mystery', 'Horror']"
831,"['Animation', 'Comedy', 'Family']"
832,['Thriller']
833,"['Science Fiction', 'Action']"
834,"['Adventure', 'Drama']"
835,"['Crime', 'Action', 'Drama']"
836,['Comedy']
837,"['Thriller', 'Mystery', 'Horror']"
838,"['Drama', 'Thriller', 'Mystery']"
839,"['Action', 'Drama', 'History', 'War']"
840,"['Action', 'Drama', 'History', 'War']"
841,['Action']
842,['Drama']
843,['Horror']
844,"['Drama', 'Comedy', 'Thriller']"
845,"['Drama', 'Horror']"
846,"['Horror', 'Mystery']"
847,"['Adventure', 'Family', 'Fantasy']"
848,"['Action', 'Crime']"
849,['Drama']
850,['Comedy']
851,"['Horror', 'Thriller']"
852,"['Romance', 'Drama']"
853,"['Animation', 'Adventure', 'Comedy', 'Family']"
854,"['Science Fiction', 'Drama', 'Thriller']"
855,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
856,"['Drama', 'Science Fiction', 'Mystery']"
857,"['Thriller', 'Drama', 'Romance']"
858,"['Action', 'Drama', 'Thriller']"
859,"['Action', 'Adventure', 'Fantasy']"
860,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']"
861,['Drama']
862,['Comedy']
863,"['Action', 'Adventure', 'Science Fiction']"
864,"['Drama', 'History']"
865,"['Drama', 'Mystery', 'Horror', 'History']"
866,"['Animation', 'Drama']"
867,"['Animation', 'Family', 'Fantasy']"
868,"['Action', 'Adventure', 'Science Fiction']"
869,"['Action', 'Adventure', 'Thriller', 'War']"
870,"['Fantasy', 'Comedy', 'Family']"
871,"['Animation', 'Family', 'Comedy', 'Fantasy']"
872,"['Drama', 'War', 'Action']"
873,"['Drama', 'Crime', 'Thriller']"
874,['Comedy']
875,"['Horror', 'Thriller', 'Mystery']"
876,"['Drama', 'Comedy']"
877,"['Comedy', 'Horror']"
878,['Western']
879,['Drama']
880,"['Animation', 'Adventure', 'Comedy', 'Family']"
881,"['Drama', 'Mystery', 'Science Fiction']"
882,"['Drama', 'Horror', 'Thriller']"
883,"['Crime', 'Action']"
884,"['Action', 'Thriller', 'Drama', 'Crime']"
885,['Drama']
886,"['Horror', 'Mystery', 'Thriller']"
887,"['Comedy', 'Romance']"
888,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']"
889,"['Action', 'Adventure', 'Thriller']"
890,"['Action', 'Fantasy', 'Horror', 'Thriller']"
891,"['Adventure', 'Action', 'Science Fiction']"
892,"['Comedy', 'Drama', 'Romance']"
893,"['Animation', 'Comedy', 'Adventure', 'Family']"
894,"['Animation', 'Family', 'Adventure', 'Science Fiction']"
895,"['Animation', 'Action', 'Comedy', 'Family']"
896,"['Fantasy', 'Animation', 'Family']"
897,"['Animation', 'Comedy', 'Family', 'Fantasy']"
898,"['Action', 'Thriller']"
899,"['Comedy', 'Romance']"
900,"['Animation', 'Comedy', 'Adventure', 'Family']"
901,"['Comedy', 'Science Fiction', 'Action']"
902,"['Action', 'Adventure', 'Comedy', 'Science Fiction']"
903,"['Action', 'Mystery', 'Thriller', 'Science Fiction', 'Adventure']"
904,['Music']
905,"['Action', 'Fantasy', 'Science Fiction', 'Adventure']"
906,"['Horror', 'War']"
907,"['Comedy', 'Family', 'Action']"
908,['Drama']
909,"['Horror', 'Mystery']"
910,"['Adventure', 'Action', 'Science Fiction']"
911,['Romance']
912,"['Drama', 'Romance']"
913,['Romance']
914,"['Comedy', 'Romance']"
915,['']
916,"['Science Fiction', 'Mystery', 'Thriller', 'Action']"
917,"['Action', 'Adventure', 'Science Fiction']"
918,"['Action', 'Thriller', 'Science Fiction']"
919,"['Horror', 'Thriller', 'Action', 'Mystery']"
920,"['Horror', 'Thriller', 'Action', 'Mystery']"
921,"['Drama', 'Western']"
922,"['Crime', 'Drama', 'Thriller']"
923,"['Science Fiction', 'Action', 'Adventure']"
924,"['Romance', 'Drama', 'Comedy']"
925,"['Comedy', 'Family', 'Drama']"
926,"['Horror', 'Thriller']"
927,"['Action', 'Crime', 'Thriller', 'Drama']"
928,['Comedy']
929,"['Action', 'Thriller']"
930,['Horror']
931,"['Romance', 'Drama', 'Science Fiction']"
932,"['Family', 'Animation', 'Adventure', 'Comedy']"
933,"['Horror', 'Thriller']"
934,"['Horror', 'Adventure', 'Action']"
935,"['Horror', 'Thriller', 'Mystery']"
936,"['Adventure', 'Action', 'Fantasy']"
937,"['Action', 'Thriller']"
938,"['Animation', 'Action', 'Science Fiction']"
939,"['Adventure', 'Action', 'Thriller']"
940,['Drama']
941,"['Animation', 'Action', 'Comedy', 'Family']"
942,"['Drama', 'Comedy', 'Thriller']"
943,"['Action', 'Drama', 'Thriller']"
944,"['Action', 'Adventure', 'Fantasy']"
945,"['Animation', 'Adventure', 'Comedy', 'Family', 'Drama', 'Western', 'Romance']"
946,"['Horror', 'Thriller']"
947,['Drama']
948,"['Comedy', 'Drama']"
949,"['Drama', 'Mystery', 'Horror', 'History']"
950,"['Drama', 'Romance']"
951,"['Animation', 'Drama']"
952,"['Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure']"
953,"['Family', 'Fantasy', 'Science Fiction', 'Adventure', 'Comedy']"
954,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy']"
955,"['Comedy', 'Family', 'Romance']"
956,"['Drama', 'History']"
957,"['Adventure', 'Drama', 'Action', 'Romance', 'Family']"
958,"['Action', 'Horror', 'Drama']"
959,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
960,['Action']
961,"['Drama', 'Crime']"
962,"['Crime', 'Drama', 'Thriller']"
963,['']
964,"['Action', 'Thriller']"
965,"['Comedy', 'Family', 'Adventure']"
966,"['Action', 'Adventure', 'Comedy', 'Family', 'Science Fiction']"
967,"['Comedy', 'Horror']"
968,['Horror']
969,"['Action', 'Adventure', 'Science Fiction']"
970,"['Action', 'Adventure', 'Thriller']"
971,['Drama']
972,"['Family', 'Adventure', 'Comedy', 'Fantasy', 'Animation']"
973,"['Action', 'Adventure', 'Science Fiction']"
974,"['Action', 'Crime']"
975,"['Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure']"
976,"['Western', 'Romance']"
977,"['Animation', 'Family', 'Adventure', 'Science Fiction', 'Fantasy']"
978,"['Animation', 'Science Fiction', 'Action']"
979,"['Animation', 'Comedy', 'Family', 'Adventure']"
980,"['Animation', 'Comedy', 'Family', 'Adventure']"
981,"['Adventure', 'Animation', 'Comedy', 'Family']"
982,"['Drama', 'Romance']"
983,"['Comedy', 'Action', 'Thriller']"
984,"['Comedy', 'Romance']"
985,"['Horror', 'Thriller']"
986,"['Action', 'Adventure', 'Comedy']"
987,"['Comedy', 'Romance', 'Drama']"
988,"['Action', 'Adventure', 'Fantasy']"
989,"['Adventure', 'Action', 'Thriller', 'Science Fiction']"
990,"['Action', 'Animation', 'Science Fiction']"
991,"['Drama', 'Horror', 'Mystery', 'Thriller']"
992,"['Crime', 'Thriller', 'Drama']"
993,"['Music', 'TV Movie', 'Fantasy']"
994,"['Fantasy', 'Adventure', 'Action']"
995,"['Action', 'Thriller']"
996,"['Science Fiction', 'Drama', 'Romance']"
997,"['Adventure', 'Drama', 'Action']"
998,"['Comedy', 'Romance']"
999,"['Science Fiction', 'Animation', 'Drama', 'Action']"
1000,"['Family', 'Animation', 'Comedy', 'Adventure']"
1001,"['Action', 'Adventure', 'War']"
1002,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Romance']"
1003,"['Action', 'Science Fiction', 'Fantasy']"
1004,['Drama']
1005,['Horror']
1006,"['Drama', 'TV Movie']"
1007,"['Adventure', 'Animation', 'Family']"
1008,"['Fantasy', 'Action', 'Adventure', 'Thriller']"
1009,"['Drama', 'Romance']"
1010,"['Fantasy', 'Animation', 'Family']"
1011,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']"
1012,"['Comedy', 'Romance']"
1013,"['Action', 'War', 'Adventure']"
1014,"['Action', 'Thriller']"
1015,"['Science Fiction', 'Drama', 'Mystery']"
1016,"['Science Fiction', 'Adventure', 'Mystery']"
1017,"['Family', 'Adventure', 'Animation', 'Action']"
1018,"['Comedy', 'Drama']"
1019,"['Action', 'Thriller']"
1020,['Drama']
1021,"['Action', 'Thriller']"
1022,"['Drama', 'History']"
1023,"['Romance', 'Action', 'Drama']"
1024,"['Comedy', 'Crime', 'Mystery']"
1025,"['Animation', 'Family', 'Comedy', 'Fantasy']"
1026,"['Action', 'Adventure', 'Thriller']"
1027,"['Science Fiction', 'Animation', 'Drama', 'Action']"
1028,['Action']
1029,['Comedy']
1030,"['Action', 'Crime', 'Thriller']"
1031,['Drama']
1032,"['Action', 'Thriller', 'Drama', 'Crime']"
1033,"['Horror', 'Action', 'Thriller']"
1034,"['Crime', 'Drama', 'Thriller']"
1035,"['Comedy', 'Family', 'Action']"
1036,"['Drama', 'History']"
1037,"['Animation', 'Science Fiction', 'Family', 'Adventure']"
1038,"['Family', 'Adventure', 'Animation', 'Action', 'Fantasy']"
1039,"['Action', 'Adventure', 'Science Fiction']"
1040,"['Adventure', 'Action', 'Science Fiction']"
1041,"['Drama', 'Horror', 'Science Fiction', 'Thriller']"
1042,"['Adventure', 'Fantasy', 'Animation']"
1043,"['Science Fiction', 'Adventure', 'Drama', 'Action']"
1044,"['Thriller', 'Mystery', 'Romance']"
1045,"['Drama', 'Romance']"
1046,"['Drama', 'Comedy']"
1047,['Horror']
1048,['Romance']
1049,"['Crime', 'Drama']"
1050,"['Adventure', 'Action']"
1051,"['Crime', 'Drama', 'Thriller']"
1052,"['Action', 'Crime', 'Thriller']"
1053,"['Action', 'Adventure', 'Science Fiction']"
1054,"['Horror', 'Thriller', 'Drama']"
1055,['Horror']
1056,['Drama']
1057,"['Family', 'Animation', 'Fantasy', 'Adventure', 'Comedy', 'Music']"
1058,"['Documentary', 'Drama']"
1059,"['Action', 'Crime', 'Thriller']"
1060,"['Animation', 'Action', 'Science Fiction']"
1061,['Comedy']
1062,"['Action', 'Adventure', 'Science Fiction']"
1063,"['Mystery', 'Thriller', 'Drama']"
1064,"['Drama', 'Romance']"
1065,"['Drama', 'Science Fiction']"
1066,"['Thriller', 'Science Fiction']"
1067,"['Crime', 'Horror', 'Thriller']"
1068,"['Action', 'Adventure', 'Fantasy']"
1069,"['Family', 'Science Fiction']"
1070,"['Drama', 'War']"
1071,"['Science Fiction', 'Adventure', 'Drama']"
1072,['Horror']
1073,"['Comedy', 'Family', 'Fantasy', 'Animation']"
1074,"['Thriller', 'Crime', 'Mystery']"
1075,"['Animation', 'Adventure', 'Comedy', 'Family']"
1076,"['Drama', 'Romance']"
1077,"['War', 'History', 'Action', 'Adventure', 'Drama', 'Romance']"
1078,"['Action', 'Thriller']"
1079,"['Animation', 'Adventure', 'Family', 'Fantasy']"
1080,"['Crime', 'Drama', 'Action']"
1081,"['Adventure', 'Animation', 'Family']"
1082,"['Music', 'History', 'Drama']"
1083,"['Action', 'Adventure']"
1084,"['Family', 'Animation', 'Adventure', 'Comedy']"
1085,"['Family', 'Animation', 'Adventure', 'Comedy', 'Crime']"
1086,"['Science Fiction', 'Horror']"
1087,"['Drama', 'Western']"
1088,"['Comedy', 'Drama']"
1089,"['Drama', 'Action', 'History']"
1090,"['Animation', 'Family']"
1091,"['Action', 'Drama', 'Fantasy']"
1092,['Comedy']
1093,"['Animation', 'Adventure', 'Family', 'Western']"
1094,"['Drama', 'History']"
1095,"['Comedy', 'Music', 'Romance']"
1096,"['Action', 'Adventure', 'Science Fiction']"
1097,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
1098,"['Animation', 'Drama']"
1099,"['Action', 'Horror', 'Thriller']"
1100,"['Horror', 'Thriller']"
1101,"['Drama', 'Western']"
1102,['Comedy']
1103,"['Animation', 'Science Fiction', 'Family', 'Adventure']"
1104,"['Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy']"
1105,"['Western', 'Horror', 'Drama']"
1106,"['Action', 'Crime']"
1107,"['Action', 'Horror', 'Science Fiction']"
1108,"['Comedy', 'Action', 'Adventure']"
1109,"['Drama', 'History']"
1110,"['Horror', 'Thriller', 'Crime']"
1111,"['Animation', 'Action', 'Adventure', 'Science Fiction', 'Fantasy']"
1112,"['Animation', 'Comedy', 'Adventure', 'Family']"
1113,"['Fantasy', 'Drama', 'War']"
1114,"['Adventure', 'Science Fiction']"
1115,"['Comedy', 'Crime', 'Mystery']"
1116,['Drama']
1117,"['Animation', 'Family', 'Comedy', 'Adventure']"
1118,['Action']
1119,"['Drama', 'Horror', 'Thriller']"
1120,"['Comedy', 'Crime', 'Action']"
1121,"['Comedy', 'Crime', 'Drama']"
1122,"['Horror', 'Drama']"
1123,"['Drama', 'Thriller', 'Mystery', 'Action']"
1124,['Science Fiction']
1125,"['Family', 'Adventure', 'Drama']"
1126,"['Drama', 'Thriller', 'Crime']"
1127,"['Animation', 'Drama', 'Family']"
1128,['Drama']
1129,"['Family', 'Adventure']"
1130,"['Western', 'Action']"
1131,"['Action', 'Horror', 'Drama']"
1132,"['Science Fiction', 'Action', 'Adventure']"
1133,"['Horror', 'Thriller', 'Crime']"
1134,"['Drama', 'History']"
1135,"['Drama', 'Romance', 'Science Fiction']"
1136,"['Thriller', 'Crime']"
1137,"['Animation', 'Family', 'Adventure', 'Fantasy']"
1138,"['Adventure', 'Fantasy', 'Romance', 'Family']"
1139,"['Action', 'Thriller', 'Adventure', 'Crime']"
1140,"['Drama', 'War']"
1141,"['Action', 'Thriller']"
1142,"['Horror', 'Thriller', 'Mystery', 'Drama']"
1143,"['Action', 'Science Fiction']"
1144,"['Fantasy', 'Romance']"
1145,"['Family', 'Animation', 'Adventure']"
1146,"['Horror', 'Drama', 'Thriller']"
1147,['Drama']
1148,"['Drama', 'Mystery', 'Thriller']"
1149,"['Animation', 'Action', 'Crime', 'Mystery']"
1150,"['Family', 'Animation', 'Comedy', 'Fantasy', 'Adventure', 'Music']"
1151,"['Fantasy', 'Comedy']"
1152,"['Animation', 'Comedy', 'Family', 'Action']"
1153,"['Drama', 'History']"
1154,"['Thriller', 'Mystery', 'Crime']"
1155,"['Animation', 'Comedy', 'Family', 'Science Fiction']"
